constIndex:254|chunk_sci1_6 (282)|localPosition.x:-25.64|localPosition.y:-28.16|localPosition.z:-23.06|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:62|chunk_exec2_4 (8)|localPosition.x:69.08|localPosition.y:-28.16|localPosition.z:-15.38|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:62|chunk_exec2_4 (9)|localPosition.x:69.08|localPosition.y:-28.16|localPosition.z:-15.38|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (10)|localPosition.x:43.48|localPosition.y:-24.32|localPosition.z:-35.86|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (11)|localPosition.x:43.48|localPosition.y:-24.32|localPosition.z:-38.42|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (12)|localPosition.x:46.04|localPosition.y:-24.32|localPosition.z:-38.42|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (13)|localPosition.x:43.48|localPosition.y:-24.32|localPosition.z:-40.98|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (14)|localPosition.x:28.12|localPosition.y:-28.48|localPosition.z:-40.98|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (15)|localPosition.x:28.12|localPosition.y:-28.48|localPosition.z:-43.54|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (16)|localPosition.x:28.12|localPosition.y:-28.48|localPosition.z:-46.1|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (17)|localPosition.x:25.56|localPosition.y:-28.48|localPosition.z:-46.1|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (18)|localPosition.x:25.56|localPosition.y:-28.48|localPosition.z:-43.54|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (19)|localPosition.x:23|localPosition.y:-28.48|localPosition.z:-51.22|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (20)|localPosition.x:23|localPosition.y:-28.48|localPosition.z:-48.66|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (21)|localPosition.x:20.44|localPosition.y:-28.48|localPosition.z:-51.22|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (22)|localPosition.x:20.44|localPosition.y:-28.48|localPosition.z:-48.66|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (23)|localPosition.x:17.88|localPosition.y:-28.48|localPosition.z:-51.22|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (24)|localPosition.x:17.88|localPosition.y:-28.48|localPosition.z:-48.66|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (25)|localPosition.x:17.88|localPosition.y:-28.48|localPosition.z:-46.1|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (26)|localPosition.x:17.88|localPosition.y:-28.48|localPosition.z:-43.54|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (27)|localPosition.x:17.88|localPosition.y:-28.48|localPosition.z:-40.98|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (28)|localPosition.x:17.88|localPosition.y:-28.48|localPosition.z:-38.42|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (29)|localPosition.x:15.32|localPosition.y:-28.48|localPosition.z:-40.98|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (30)|localPosition.x:15.32|localPosition.y:-28.48|localPosition.z:-38.42|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (31)|localPosition.x:17.88|localPosition.y:-28.48|localPosition.z:-35.86|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (32)|localPosition.x:17.88|localPosition.y:-28.48|localPosition.z:-33.3|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (33)|localPosition.x:20.44|localPosition.y:-28.48|localPosition.z:-33.3|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (34)|localPosition.x:20.44|localPosition.y:-28.48|localPosition.z:-30.74|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (35)|localPosition.x:30.68|localPosition.y:-28.48|localPosition.z:-35.86|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (36)|localPosition.x:30.68|localPosition.y:-28.48|localPosition.z:-33.3|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (37)|localPosition.x:33.24|localPosition.y:-28.16|localPosition.z:-35.86|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (38)|localPosition.x:30.68|localPosition.y:-28.48|localPosition.z:-30.74|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (39)|localPosition.x:20.44|localPosition.y:-28.48|localPosition.z:-35.86|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (40)|localPosition.x:25.56|localPosition.y:-28.48|localPosition.z:-48.66|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (41)|localPosition.x:23|localPosition.y:-28.48|localPosition.z:-43.54|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (42)|localPosition.x:20.44|localPosition.y:-28.48|localPosition.z:-43.54|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (43)|localPosition.x:15.32|localPosition.y:-28.48|localPosition.z:-51.22|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (44)|localPosition.x:15.32|localPosition.y:-28.48|localPosition.z:-48.66|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (45)|localPosition.x:12.76|localPosition.y:-28.48|localPosition.z:-51.22|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (46)|localPosition.x:12.76|localPosition.y:-28.48|localPosition.z:-48.66|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (47)|localPosition.x:10.2|localPosition.y:-28.48|localPosition.z:-51.22|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (48)|localPosition.x:10.2|localPosition.y:-28.48|localPosition.z:-48.66|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (49)|localPosition.x:7.64|localPosition.y:-28.48|localPosition.z:-48.66|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (50)|localPosition.x:7.64|localPosition.y:-28.48|localPosition.z:-46.1|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (51)|localPosition.x:12.76|localPosition.y:-28.48|localPosition.z:-40.98|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (52)|localPosition.x:10.2|localPosition.y:-28.48|localPosition.z:-40.98|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (53)|localPosition.x:12.76|localPosition.y:-28.48|localPosition.z:-35.86|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (54)|localPosition.x:10.2|localPosition.y:-28.48|localPosition.z:-46.1|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:62|chunk_exec2_4 (55)|localPosition.x:12.76|localPosition.y:-28.48|localPosition.z:-46.1|localRotation.x:1|localRotation.y:0|localRotation.z:0|localRotation.w:0
constIndex:144|chunk_maint3_1 (1)|localPosition.x:46.04|localPosition.y:-23.68|localPosition.z:-38.42|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0|localRotation.w:-0.7071
constIndex:144|chunk_maint3_1 (2)|localPosition.x:43.48|localPosition.y:-23.68|localPosition.z:-38.42|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0|localRotation.w:-0.7071
constIndex:144|chunk_maint3_1 (3)|localPosition.x:43.48|localPosition.y:-23.68|localPosition.z:-35.86|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0|localRotation.w:-0.7071
constIndex:144|chunk_maint3_1 (4)|localPosition.x:43.48|localPosition.y:-23.68|localPosition.z:-40.98|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0|localRotation.w:-0.7071
constIndex:144|chunk_maint3_1 (5)|localPosition.x:46.04|localPosition.y:-26.88|localPosition.z:-40.98|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:144|chunk_maint3_1 (6)|localPosition.x:46.04|localPosition.y:-26.88|localPosition.z:-40.98|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:144|chunk_maint3_1 (7)|localPosition.x:35.8|localPosition.y:-30.72|localPosition.z:-38.42|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:144|chunk_maint3_1 (8)|localPosition.x:35.8|localPosition.y:-28.16|localPosition.z:-38.42|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:144|chunk_maint3_1 (9)|localPosition.x:35.8|localPosition.y:-30.72|localPosition.z:-38.42|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:144|chunk_maint3_1 (10)|localPosition.x:38.36|localPosition.y:-30.72|localPosition.z:-38.42|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:144|chunk_maint3_1 (11)|localPosition.x:40.92|localPosition.y:-30.72|localPosition.z:-38.42|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:144|chunk_maint3_1 (12)|localPosition.x:40.92|localPosition.y:-30.72|localPosition.z:-38.42|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:144|chunk_maint3_1 (13)|localPosition.x:40.92|localPosition.y:-28.16|localPosition.z:-38.42|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:144|chunk_maint3_1 (14)|localPosition.x:40.92|localPosition.y:-28.16|localPosition.z:-38.42|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:144|chunk_maint3_1 (15)|localPosition.x:40.92|localPosition.y:-28.16|localPosition.z:-43.54|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
